mal_id,title,title_english,title_japanese,type,chapters,volumes,status,publishing,published_from,published_to,score,scored_by,rank,popularity,members,favorites,authors,serializations,genres,themes,demographics,synopsis,image_url
104829,Sachi-iro no One Room,One Room of Happiness,幸色のワンルーム,Manga,69.0,11.0,Finished,False,2016-09-30,2022-12-21,7.98,18492.0,952.0,334,56989,1986,Hakuri,,Drama|Suspense,,,"A 14-year-old girl has gone missing, and the police are looking everywhere for her. Her parents are desperate and wish for her safe return home, afraid that she is suffering in fear and tremendous pain. However, that is not the case: in reality, she has agreed to live with her kidnapper and a previous stalker, a young man whom she lovingly calls ""Oniisan."" She has no desire to go back to her parents—the ones who abused her physically and mentally—nor go back to school, where she endured heartless bullying.

As time goes on, their bond grows stronger, and she asks Oniisan to give her a new name: ""Sachi."" Despite being aware of how unconventional their relationship is, the two make a promise to get married if they successfully escape both the police and Sachi's parents—or die trying. Clinging on to the littlest bit of true happiness they have found in each other, the two hold on to their only source of hope in this cruel world.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/1/192115.jpg
122392,Zom 100: Zombie ni Naru made ni Shitai 100 no Koto,Zom 100: Bucket List of the Dead,ゾン100～ゾンビになるまでにしたい100のこと～,Manga,,,Publishing,True,2018-10-19,,7.59,15665.0,2753.0,335,56900,711,"Aso, Haro|Takata, Koutarou",Sunday Gene-X,Comedy|Suspense,Adult Cast|Survival,Seinen,"In a trash-filled apartment, 24-year-old Akira Tendou watches a zombie movie with lifeless, envious eyes. After spending three hard years at an exploitative corporation in Japan, his spirit is broken. He can't even muster the courage to confess his feelings to his beautiful co-worker Ohtori. Then one morning, he stumbles upon his landlord eating lunch—which happens to be another tenant! The whole city's swarming with zombies, and even though he's running for his life, Akira has never felt more alive!

(Source: VIZ Media)",https://myanimelist.net/images/manga/3/223116.jpg
60511,Sousei no Onmyouji,Twin Star Exorcists,双星の陰陽師,Manga,143.0,35.0,Finished,False,2013-11-02,2024-09-04,7.89,18781.0,1205.0,336,56848,1974,"Sukeno, Yoshiaki",Jump SQ.,Action|Fantasy,Mythology|Urban Fantasy,Shounen,"For centuries, terrifying creatures—known as ""Kegare""—from the parallel realm Magano have wreaked havoc throughout Japan. The brave men and women resisting their onslaught are secretive exorcists whose one and only goal is to eradicate all the Kegare. 

In the present day, 14-year-old Rokuro Enmadou is a talented and powerful exorcist. However, a tragic event in the past caused him to resent exorcists and give up his dream of becoming the strongest. In stark contrast to him, Benio Adashino is a beautiful and prodigious exorcist of the same age who carries the hopes and dreams of all people. 

These two teenagers, despite their differences, are the prophesied ""Twin Star Exorcists"": the two people destined to give birth to the Miko—the exorcist who will vanquish the Kegare and cleanse the world of all impurities. But as the adolescents are both far from maturity, let alone adulthood, only hardships and trials await the unlikely heroes. 

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/2/188935.jpg
112115,Act-age,Act-age,アクタージュ act-age,Manga,123.0,12.0,Discontinued,False,2018-01-22,2020-08-11,8.25,17077.0,457.0,337,56650,1791,"Matsuki, Tatsuya|Usazaki, Shiro",Shounen Jump (Weekly),Drama,Performing Arts|Showbiz,Shounen,"Ever since she was a child, Kei Yonagi has been attracted to the idea of acting, as she has always attentively watched how actions and emotions differ depending on the type of character portrayed. Now a teenager, she is broke, and is the only one able to financially support her young siblings. She starts auditioning for any role possible, without much success.  

Her luck begins to change when Sumiji Kuroyama, a renowned director, sees Yonagi's performance and is amazed by her ability to immerse herself in the role—the so-called method acting. Although she is a diamond in the rough, if she keeps using the same technique over and over, it could lead to her being severely damaged. So, he makes the decision to help polish her, giving Yonagi the opportunity she needs. However, the road ahead of her is far from easy, and she will need to adapt to overcome the various challenges that come her way.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/2/209753.jpg
115746,Shinai naru Boku e Satsui wo Komete,My Dearest Self With Malice Aforethought,親愛なる僕へ殺意をこめて,Manga,98.0,11.0,Finished,False,2018-05-07,2020-09-07,8.22,20044.0,490.0,338,56534,1545,"Inoryuu, Hajime|Itou, Shouta",Comic Days,Drama|Mystery|Suspense,Psychological,Seinen,"Eiji Urashima is just an ordinary university student like everyone else. His college career consists of boozing with his friends and trying to get a girlfriend. On October 23rd, he returns home after a pleasant night of drinking and goes to bed. To his surprise, when Eiji wakes up, a gorgeous girl from his university, Kyouka Yukimura, is lying beside him—claiming to be his girlfriend.

Having no recollection of the event, Eiji goes along with the flow until he is faced with more nonsensical events that took place in the last few days. Walking alongside his friend, Kashiwagi, he cannot help but ask the most intuitive question on his mind: is today not the 24th? ""Eiji, what are you saying? Today's the 27th.""

Three days have passed, yet Eiji cannot recall a thing. The situation takes a dire turn when a magazine writer exposes Eiji's deepest secret in front of Kyouka: he is the son of a serial killer. As his life is thrown into a spiral of disarray, he embarks on a journey to resolve the ",https://myanimelist.net/images/manga/1/211898.jpg
69903,Fairy Tail Zerø,Fairy Tail Zero,FAIRY TAIL ZERØ,Manga,13.0,1.0,Finished,False,2014-07-16,2015-07-17,7.89,32176.0,1218.0,339,56261,823,"Mashima, Hiro",Fairy Tail Magazine (Monthly),Action|Fantasy,,,"Long before she would found Fairy Tail, first master Mavis Vermillion is left under the care of the Red Lizard guild. Abused and belittled at every opportunity, she is forced to complete difficult chores. Despite this horrific treatment, Mavis refuses to cry, for if she did, she would not be able to meet the fairies. However, her life of servitude comes to an abrupt end when the Blue Skull guild raids her home, leaving only Mavis and the guild master's daughter, Zera, alive.

For many years, Mavis and Zera live alone, taking care of each other. But this all changes when a band of treasure hunters comes to the island in search of the Tenrou Jade—a precious gem that is sacred to the island. With the arrival of new faces, her life begins to change again. Mavis has never stopped wishing to meet the fairies, and now she may finally have the chance to find them.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/1/167384.jpg
139629,JoJo no Kimyou na Bouken Part 9: The JoJoLands,JoJo's Bizarre Adventure Part 9: The JoJoLands,ジョジョの奇妙な冒険 Part9 The JOJOLands,Manga,,,Publishing,True,2023-02-17,,8.35,14728.0,320.0,340,55740,899,"Araki, Hirohiko",Ultra Jump,Action|Adventure|Supernatural,,Seinen,"On the Hawaiian Islands, siblings Dragona and Jodio Joestar commit petty crimes to provide aid for their ailing mother Barbara Ann. Under the orders of Meryl May Qi, both a crime lord and their high school principal, the siblings work alongside fellow teenagers Usagi Alohaoe and Paco Laburantes. Together, the gang engages in outright robbery, fraudulent activity, and other schemes to rip off unsuspecting tourists and civilians.

Fifteen-year-old Jodio admires his older brother's strong sense of identity and his mother's incredible work ethic, but there is a darkness within him, one characterized by violent outbursts that he carries out with a cold stoicism. Diagnosed as a sociopath, Jodio is quick to brutalize those who threaten his loved ones. His one objective is to make money by any means necessary, both to support his family and to become filthy rich in his own right.

On one particular heist, the gang robs manga artist Rohan Kishibe of a seemingly ordinary lava rock. However, they",https://myanimelist.net/images/manga/1/286969.jpg
928,Pocket Monsters Special,Pokémon Adventures,ポケットモンスターSPECIAL,Manga,,,Publishing,True,1997-04-01,,8.11,25270.0,668.0,341,55740,4604,"Kusaka, Hidenori|Yamamoto, Satoshi|Mato",CoroCoro Comic,Action|Adventure,,Kids,"Red is just a normal kid living in the rural Pallet Town, when he decides to go out on his own adventure, along with his rival, Green. In this world of Pokémon, he makes many friends, humans and Pokémon alike. However, all is not well. Team Rocket is trying to capture Mew, a very rare Pokémon, and is performing experiments on other Pokémon, trying to increase their power. Red and his friends must battle against Team Rocket to stop their cruel experiments and unlock the secrets of Pokémon.",https://myanimelist.net/images/manga/2/265951.jpg
58007,Shingeki no Kyojin: Kuinaki Sentaku,Attack on Titan: No Regrets,進撃の巨人 悔いなき選択,Manga,8.0,2.0,Finished,False,2013-11-28,2014-06-28,8.16,29893.0,589.0,342,55431,1139,"Suruga, Hikaru|Sunaaku, Gan",ARIA,Action,,Shoujo,"A spin-off shoujo manga that centers around Levi's and Erwin's past.

The young Erwin Smith is a rising star in the Survey Corps, humanity's only hope of defeating the man-eating monsters known as Titans. Ruthless and dispassionate, Erwin's mind is devoted to strategies and intrigue. But beneath Erwin's feet is another world, the ""Underground,"" where humans are born and die surrounded by the garbage the Capital throws away. Here, the criminal Levi survives on his wits and agility. But when these two ambitious men cross paths, who will prove himself stronger?

(Source: MU)",https://myanimelist.net/images/manga/1/121101.jpg
122353,Kaette Kudasai! Akutsu-san,"Please Go Home, Miss Akutsu!",帰ってください！ 阿久津さん,Manga,,,Publishing,True,2019-07-29,,7.36,18944.0,4633.0,343,55082,829,"Nagaoka, Taichi",Young Ace UP,Comedy|Romance,Love Status Quo,,"Ooyama is a timid high school student who lives on his own, but it has not appeared that way lately. After forcing herself into his apartment on a whim, Riko Akutsu has claimed Ooyama's bedroom as her after-school hangout spot. The delinquent girl from his class enjoys taking naps in his bed, reading all of his manga, and consuming his snacks and drinks. To make matters worse, this is an everyday routine, leaving Ooyama to constantly deal with her antics.

Despite wishing Akutsu would go home, Ooyama's attempts to make her leave are futile, especially with his teenage mind falling prey to her arousing behavior. In due time, however, the mischievous teasing in their unusual relationship changes as the two grow comfortable in each other's presence.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/2/305251.jpg
111357,Yancha Gal no Anjou-san,Anjo the Mischievous Gal,やんちゃギャルの安城さん,Manga,,,Publishing,True,2017-08-12,,7.57,15581.0,2848.0,344,54943,989,"Katou, Yuuichi",Young King,Comedy|Romance,Love Status Quo|School,Seinen,"Seto is a completely ordinary and somewhat boring high school student; but for whatever reason, his delinquent classmate Anjou just won't leave him alone! The serious Seto and energetic Anjou make an unexpected duo, but Anjou doesn't seem to mind the contrast, as she has too much fun bullying Seto. 

Seto, on the other hand, is unable to deal with Anjou's shenanigans; he doesn't seem to realize that his humorous reactions are precisely the reason Anjou enjoys his company. But how much of her flirting is really just an act? 

Yancha Gal no Anjou-san follows the entertaining daily antics of these two polar opposites, as playful teasing evolves into a treasured relationship.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/3/207704.jpg
48881,Darwin's Game,,ダーウィンズゲーム,Manga,121.0,30.0,Finished,False,2012-12-12,2023-10-12,7.59,18690.0,2730.0,345,54856,1073,FLIPFLOPs,Bessatsu Shounen Champion,Action|Mystery|Suspense,High Stakes Game|Survival,Shounen,"When high school student Kaname Sudou receives an invitation link from his friend to play a brand-new mobile game called Darwin's Game, he has no idea that it would change his life forever. At first glance, the game looks like a regular fighting game. However, it has a dark truth—the battles are fought one-on-one, and the loser dies in the real world.

Not long after joining the game, Kaname is abruptly matched up against his first opponent. The odds are against him, yet he miraculously comes out victorious. Afraid of his new reality, Kaname attempts to find ways to exit the game and return to his daily life. However, the only method seems to be winning all the given battles. Kaname must now figure out how to stay alive and try to find allies he can count on.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/2/175477.jpg
13245,Chihayafuru,Chihayafuru,ちはやふる,Manga,253.0,50.0,Finished,False,2007-12-28,2022-08-01,8.59,16408.0,122.0,346,54769,2985,"Suetsugu, Yuki",Be-Love,Award Winning|Drama|Romance,Love Polygon|Strategy Game,Josei,"Always deemed inferior to her elder sister, the strong-willed yet aimless Chihaya Ayase has no dream of her own. In contrast to her, Taichi Mashima, the son of a surgeon, is gifted yet insecure as he is burdened by the heavy expectations of his strict mother, who wants him to be perfect in everything. However, the lives of Chihaya and Taichi soon change as they encounter Arata Wataya, the new transfer student in their class.

Inspired by Arata's dream to become the best at competitive karuta—a card game based on the classic anthology of one hundred Japanese poets—Chihaya quickly falls in love with the game. Refusing to lose to the talented Arata, the prideful Taichi joins along and immerses himself in the game, aiming to one day surpass his fated rival. The three friends spend their childhood practicing karuta everyday, until certain circumstances force them to part with each other.

A few years later, now in high school, the trio finds themselves reunited through the world of competit",https://myanimelist.net/images/manga/1/245072.jpg
57765,UQ Holder!,UQ Holder!,UQ HOLDER!,Manga,193.0,28.0,Finished,False,2013-08-28,2022-02-09,7.48,17624.0,3536.0,347,54608,1043,"Akamatsu, Ken",Bessatsu Shounen Magazine,Action|Fantasy|Sci-Fi,,Shounen,"Twelve-year-old Touta Konoe has spent his whole life in a rural town. He dreams of one day going to the capital, where there is a tower that reaches into space. To fulfill his dream, he has been tasked to defeat his teacher and caretaker, Yukihime, who will then permit him to go to the capital.

Touta's life turns upside down when a bounty hunter arrives to claim a prize on Yukihime's head. In a desperate attempt to save both his mentor and friends, Touta follows Yukihime's instruction to drink her blood, turning him into an immortal monster capable of defeating the bounty hunter.

Yukihime reveals herself to be Evangeline Athanasia Katherine McDowell, a centuries-old vampire. With her identity now exposed, she and Touta flee to the capital and embark on an exciting adventure that will change both of their lives forever.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/1/112577.jpg
99949,Vigilante: Boku no Hero Academia Illegals,My Hero Academia: Vigilantes,ヴィジランテ -僕のヒーローアカデミア ILLEGALS-,Manga,132.0,15.0,Finished,False,2016-09-20,2022-05-28,7.66,22378.0,2299.0,348,54453,1214,"Betten, Court|Furuhashi, Hideyuki",Shounen Jump+,Action,Super Power,Shounen,"Living in a superhuman society, it is hard to feel special. Even more so when the spotlight only shines on professional heroes, those legally authorized to use their special powers known as Quirks in public for the greater good.

Kouichi Haimawari grew up aspiring to be a hero, but with a mediocre Quirk like ""sliding"" that ties him to the ground, he soon came to the conclusion that he could only ever admire them from below. Despite this, Kouichi finds contentment in using his Quirk to carry out day-to-day good deeds, such as returning lost items and helping the elderly cross the street.

However, Kouichi's tame life takes a swing into the turbulent when he is rescued from a back alley brawl by Vigilante, or illegal hero, Knuckleduster. Seeing hero potential in Kouichi, Knuckleduster enlists his help in tracking down the source of a dangerous drug known as Trigger that boosts the user's Quirk at the expense of their rationality.

Set in a time before the events of the original story, Vi",https://myanimelist.net/images/manga/3/195519.jpg
28361,Hideout,Hideout,HIDEOUT,Manga,9.0,1.0,Finished,False,2010-06-14,2010-08-23,6.91,29191.0,11217.0,349,54285,387,"Kakizaki, Masasumi",Big Comic Spirits,Horror,Psychological,Seinen,"A year after the death of their son, Seiichi Kirishima and his wife, Miki, decide to go on an island vacation to forget their past. For Seiichi, however, that is just a pretext: he plans to kill Miki and start life anew. When he tries to lure her to an isolated location, however, she gets away to an ominous cave.

After following and getting rid of Miki, Seiichi thinks everything is over, until he encounters a merciless, gruesome creature. Forced to escape deeper underground, Seiichi soon realizes that there is no return to a normal life, experiencing horrifying sights as his impending demise approaches.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/2/65719.jpg
65981,Henshin,Metamorphosis,変身,Manga,7.0,1.0,Finished,False,2013-07-26,2016-03-26,7.06,31812.0,,350,54229,1515,"Shindo, L",Comic X-Eros,Drama|Hentai,School,,"In middle school, Saki Yoshida was an outcast. Out of fear of being ostracized due to her introverted personality, she isolated herself from her classmates. Growing to regret this lifestyle, Saki resolved to change herself in high school.

Now donning cute clothes and makeup, Saki's initiative quickly pays off, and she wins several new friends on the first day of class. But her classmates aren't the only ones impressed by Saki's new appearance—a young man named Hayato later approaches and sweet talks her into joining him for karaoke. Exploiting Saki's obliviousness, Hayato drugs and takes advantage of her, promising that he will ""play"" with her again as he leaves. Stunned but left curious by the sexual encounter, Saki decides to partake in more of these ""social interactions,"" unaware of what her metamorphosis will truly entail.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/2/178602.jpg
63845,Tenkuu Shinpan,High-Rise Invasion,天空侵犯,Manga,258.0,21.0,Finished,False,2013-12-05,2019-04-04,7.14,18725.0,7609.0,351,54184,989,"Miura, Tsuina|Oba, Takahiro",Manga Box,Action|Horror|Mystery|Suspense,Gore|Survival,,"Upon witnessing a man's head cracked open with an axe, 16-year-old Yuri Honjou trembles in fear and confusion as she flees from the masked assailant, only to find out she is trapped in an abandoned building where every door is mysteriously locked. Desperately searching for a way out, Yuri runs to the rooftop, but a world with no signs of life stands before her, surrounded by high-rise buildings. Though filled with despair, once she learns that her brother is also in this strange place, Yuri is determined to find him and escape.

However, she soon finds that there are more masked murderers in the area, anxious to terrorize their newfound victims and satiate their sickest desires, leaving Yuri to question if they will be able to make it out alive.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/3/128611.jpg
15578,GE: Good Ending,GE: Good Ending,GE ～グッドエンディング～,Manga,160.0,16.0,Finished,False,2009-08-19,2013-01-09,7.76,27430.0,1713.0,352,54148,1862,"Sasuga, Kei",Shounen Magazine (Weekly),Drama|Romance,Love Polygon|School,Shounen,"Second-year high school student Seiji Utsumi is hopelessly in love with Shou Iketani, the energetic and scatter-brained tennis club captain in the year above him, but he cannot bring himself to even talk with her. Unable to make any progress, he is perfectly content with just watching from afar—perhaps a bit too literally.

While spying on the tennis club's morning practice on the first day of a new semester, Seiji is spotted and accused of peeping by Yuki Kurokawa, a club member who ends up in his class. However, when she sees that Seiji has no bad intentions and is serious about Shou, Yuki decides to help him confess his feelings. 

As Seiji gets closer to Shou with Yuki's guidance, he realizes that his simplistic view of love and relationships prevents him from seeing the complexity and darkness under the surface—for both Shou and Yuki. Can he navigate through all the heartbreak and misunderstandings to reach his good ending?

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/1/338657.jpg
37563,Terra Formars,Terra Formars,テラフォーマーズ,Manga,,,Publishing,True,2011-01-13,,7.26,16465.0,5920.0,353,54028,937,"Tachibana, Kenichi|Sasuga, Yu",Young Jump,Action|Horror|Sci-Fi,Gore|Survival,Seinen,"After humanity's first manned mission to the Red Planet was lost, a second expedition arrives. The explorers prepare to exterminate the cockroaches that were used to transform the Martian environment, but are shocked to discover that the insects have mutated into giant, aggressive humanoids with one overriding goal—exterminate the humans! However, this crew of explorers has each undergone the ""Bugs Procedure,"" terrifying experimental surgery designed to make them more than human...

(Source: VIZ Media)",https://myanimelist.net/images/manga/2/311335.jpg
904,Kozure Ookami,Lone Wolf & Cub,子連れ狼,Manga,142.0,28.0,Finished,False,1970-09-01,1976-04-01,8.66,8441.0,91.0,354,53991,1629,"Koike, Kazuo|Kojima, Goseki",Manga Action,Action,Historical|Samurai,Seinen,"Ittou Ogami has very little left to live for. Though once the Shogunate's chief executioner, his name is left in ruins after being framed for treason by the treacherous Yagyuu Clan, seeking to steal his position of power. His misfortune does not end here, however; they culminate in the brutal murder of his entire family, including his wife Azami, with only his child Daigorou still left alive.

With dishonor upon his head and his beloved wife in the grave, Ittou takes up a new mantle as an assassin for hire. Alongside his young son, Ittou wanders the country in search of revenge, with only the complete destruction of the Yagyuu Clan on his mind. As he travels the land, the number of his successful assassinations quickly grows, and soon the moniker of ""Lone Wolf and Cub"" becomes infamous across the land as the choice assassin to get the job done right.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/1/159264.jpg
57015,Jitsu wa Watashi wa,"My Monster Secret: ""Actually, I am...""",実は私は,Manga,196.0,22.0,Finished,False,2013-01-31,2017-02-16,7.99,18181.0,921.0,355,53596,1644,"Masuda, Eiji",Shounen Champion (Weekly),Comedy|Fantasy|Romance|Supernatural,School,Shounen,"Meet Kuromine Asahi, ""the man who can't lie."" On the way home, he learns an important secret. His crush, Shiragami Youko, is actually a vampire! Can Asahi actually keep her secret?

It's a fun, clumsy, one-of-a kind vampire romantic comedy!",https://myanimelist.net/images/manga/3/191399.jpg
45143,Kono Oto Tomare!,,この音とまれ！,Manga,,,Publishing,True,2012-08-04,,8.77,15196.0,54.0,356,53386,3067,"Sakura, Amyuu",Jump SQ.,Drama,Music|School,Shounen,"Following the graduation of every other member of the Koto Music Club, Takezou Kurata is left alone as the new club president. Now burdened with the arduous task of rebuilding membership, he struggles to recruit anyone due to a lack of interest. Just as Kurata has lost nearly all hope in keeping the club alive, the feared delinquent Chika Kudou appears, claiming he will join and become the club president himself.

At first, Kurata refuses to admit such a troublesome person, aware of the dark rumors that have been circulating about Kudou. However, after discovering a more vulnerable side to Kudou and his mysterious connection to the club, Kurata rethinks his decision. The soon-to-be defunct club is saved with the help of koto prodigy Satowa Houzuki, who uses her charms to recruit Kudou's lively friends Saneyasu Adachi, Michitaka Sakai, and Kouta Mizuhara.

With sufficient numbers to retain the club's status, Houzuki declares that they will aim to become the best koto players in the nati",https://myanimelist.net/images/manga/3/116653.jpg
5994,Nana to Kaoru,Nana & Kaoru,ナナとカオル,Manga,160.0,18.0,Finished,False,2008-01-04,2016-08-12,7.71,21049.0,,357,53351,1481,"Amazume, Ryuta",Young Animal,Comedy|Romance|Erotica,School,Seinen,"Seventeen-year-old Kaoru Sugimura has a sadomasochism fetish. His greatest joy in life is learning different types of erotic knots and maintaining his gear. Unfortunately, he lacks a partner to try all of the items in his collection.

Kaoru's ideal playmate is his childhood friend Nana Chigusa—the beautiful and popular vice-president of his school's student council. However, their relationship has worsened over the years because of their conflicting personalities. Kaoru neglects his studies in favor of his deviancy, while Nana is constantly stressed due to her focus on schoolwork.

Disappointed by Kaoru's study habits and erotic hobbies, his mother secretly gives Nana some of his S&amp;M toys for safekeeping. Intrigued by the leather costume, Nana tries it on, only to end up accidentally locking herself in. After Kaoru frees her, she realizes that S&amp;M helps her relax and, much to Kaoru's delight, asks to engage in more erotic stimulation sessions.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/3/269330.jpg
54779,Watashi ga Motete Dousunda,"Kiss Him, Not Me",私がモテてどうすんだ,Manga,60.0,14.0,Finished,False,2013-04-13,2018-02-13,7.51,20641.0,3315.0,358,53225,1042,Junko,Bessatsu Friend,Award Winning|Comedy|Romance,Otaku Culture|Reverse Harem|School,Shoujo,"Rather than a prince and a princess living happily ever after together, it is much more appealing to see a prince and a prince fall in love.

Believing in this wholeheartedly, Kae Serinuma is an overweight second-year high school girl who spends her days obsessing over fictional boys and fantasizing about men being in love with each other. In particular, she ships her male classmates Nozomu Nanashima and Yuusuke Igarashi—in her mind, every interaction they have hints at their romance. However, Kae's entire world is turned upside down when her favorite anime character dies. Heartbroken, she locks herself in her room and cuts off all contact from society. When she finally emerges a week later, she has slimmed down to have become a radiant beauty!

Now, all the boys that Kae was content with watching from afar are suddenly pursuing her—the only problem is, Kae wants no part in it! She would much rather they kiss each other, not her. In the battle for her heart, Kae ensnares the boys in he",https://myanimelist.net/images/manga/1/206834.jpg
1373,Nijigahara Holograph,Nijigahara Holograph,虹ヶ原ホログラフ,Manga,15.0,1.0,Finished,False,2003-11-12,2005-12-10,7.48,21518.0,3504.0,359,53194,1118,"Asano, Inio",Quick Japan,Drama,Psychological,,"Even as butterflies ominously proliferate in town, the rumour of a mysterious creature lurking in the tunnel behind the school spreads among the children. When the body of Arie Kimura's mother is found by this tunnel's entrance, next to apparently human traces, the legend seems to be confirmed. Is the end of the world coming? In order to appease the wrath of the beast, the children decide to offer it a sacrifice: The unfortunate Arie, whom they believe to be the cause of the curse, is shoved into a well that leads to the Nijigahara tunnel—an act that in turns pushes Komatsuzaki, the budding thug who has carried a torch for Arie for a while already, entirely over the edge.

But this is only the beginning of the complex, challenging, obliquely told Nijigahara Holograph, which takes place in two separate timeliness and involves the suicidal Suzuki; Higure, his stalker-ish would-be girlfriend; their teacher Miss Sakaki, whose heavily bandaged face remains a mystery; and many more―brothers,",https://myanimelist.net/images/manga/2/67543.jpg
118289,Skip to Loafer,Skip and Loafer,スキップとローファー,Manga,,,Publishing,True,2018-08-25,,8.62,13946.0,109.0,360,53101,2701,"Takamatsu, Misaki",Afternoon,Award Winning|Drama,School,Seinen,"Having recently moved from her small backwater town in Ishikawa Prefecture to attend a prestigious high school in Tokyo, Mitsumi Iwakura plans on using her high school career as a launchpad for her dream of going to law school and becoming a public servant; however, she also recognizes the need to occasionally have fun and make friends. To that end, she has gone so far as to map out her entire life ahead of time, but all of her preparation flies out the window on the first day of school.

Mitsumi misses her train stop and is about to be late to the entrance ceremony, which is especially troublesome because she is supposed to give a speech as the new students' representative. While lamenting her situation, Sousuke Shima—a handsome first-year student who is also late—sees her and offers to walk with her  to school. They eventually make it to school, although Mitsumi has some unfortunate accidents soon after that leave a less-than-favorable impression on everyone. In spite of her misfortu",https://myanimelist.net/images/manga/3/220669.jpg
14,Rave,Rave Master,RAVE,Manga,298.0,35.0,Finished,False,1999-07-07,2005-07-27,7.86,24719.0,1306.0,361,53095,2121,"Mashima, Hiro",Shounen Magazine (Weekly),Adventure|Comedy|Fantasy,,Shounen,"Fifty years ago, the wielders of the sacred Rave stones fought against an onslaught caused by demon stones called Dark Bring. This war resulted in an explosion known as ""Overdrive""—a blast so powerful that it sent the Dark Bring into a deep slumber and scattered the pieces of Rave across the world.

In the present, Haru Glory lives a peaceful life on Garage Island until one day, he catches the creature Plue while fishing. Plue is later recognized by Shiba Roses, an old man who happens to be the original Rave Master. Shiba explains that the Dark Bring has resurfaced, and that to stop it, assembling the scattered parts of Rave is of utmost urgency. However, before Shiba can leave on this mission, he is attacked by a soldier from the evil organization Demon Card, forcing him to transfer the power of Rave to Haru. With the fate of humankind resting on his shoulders, the new Rave Master begins his quest to find the scattered Rave fragments.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/3/255624.jpg
108197,Kaifuku Jutsushi no Yarinaoshi,Redo of Healer,回復術士のやり直し,Manga,,,Publishing,True,2017-10-24,,6.04,19350.0,,362,52792,582,"Tsukiyo, Rui|Haga, Souken",Young Ace UP,Fantasy|Erotica,Time Travel,,"Keyaru's tragedy began the moment he was granted the title of Healer Hero. Although his healing ability was top tier, he lacked offensive capability, so his party deemed him a tool rather than a person. The strongest mage, Princess Flare Arlgrande Jioral, got him addicted to a particular drug that caused him to lose his sanity, and he became a plaything for her and his party's sadistic pleasures.

However, in the final battle, Keyaru turns the tables and uses his abilities to rewind time to four years ago. Now, his memories remain intact, but his torturers are none the wiser. His first victim is the princess; he has his way with her and then wipes her memories. She now believes herself to be ""Freia,"" Keyaru's most devoted follower, willing to pleasure him in any way she can.

Alongside more beautiful women he brings into his fold, Keyaru sets out on a path of revenge, satisfying his desires and showing the true might of the Healer Hero.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/1/208529.jpg
48151,World Trigger,World Trigger,ワールドトリガー,Manga,,,Publishing,True,2013-02-09,,7.85,17582.0,1366.0,363,52698,1929,"Ashihara, Daisuke",Jump SQ.,Action|Sci-Fi,,Shounen,"Mikado City, an otherwise peaceful city, is suddenly invaded after a gate from another world opens seemingly from nowhere. Interdimensional monsters called Neighbors attack, man-made weapons prove to be ineffective against them, and the city is quickly destroyed. When all hope appears to be lost, a mysterious group known as the Border Defense Agency begins to retaliate using specialized technology called Triggers and manages to halt the invasion. Four years later, the organization continues to protect the populace of Mikado City and are now revered as heroes.

Yuuma Kuga is a new student at First Mikado City High School—a school associated with Border—which comes as a surprise, as transfers to the dangerous areas are seen as suspicious. He is soon targeted by bullies, but Border's member-in-training Osamu Mikumo stands up for Yuuma, despite his doubts about him. The two's situation turns grim when a Neighbor arrives from a gate that abruptly opens in the forbidden zone; while Osamu str",https://myanimelist.net/images/manga/1/187850.jpg
22519,To LOVE-Ru Darkness,To Love Ru: Darkness,To LOVEる -とらぶる- ダークネス,Manga,100.0,18.0,Finished,False,2010-10-04,2017-03-04,7.85,26209.0,1375.0,364,52523,2550,"Yabuki, Kentarou|Hasemi, Saki",Jump SQ.,Comedy|Romance|Sci-Fi|Supernatural|Ecchi,Harem|School,Shounen,"Rito Yuuki remains unsuccessful and indecisive with his love for his crush, Haruna Sairenji, and the alien princess, Lala Satalin Deviluke. Meanwhile, Lala's little sister Momo also falls in love with Rito and works on building a harem for him in hopes of giving herself a place in Rito's love life.

To do so she enrolls in his school to secretly support all of Rito's love interests and even attempts to find him more, including the recently enrolled alien assassin Konjiki no Yami, also known as  ""Yami,"" who puts off her next bounty because of him. However, Kurosaki Mea, Yami's little sister, intends for Yami to return to being an assassin.

To LOVE-Ru Darkness continues from the events of To LOVE-Ru with new girls, new foes, and even more lewd moments.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/3/253547.jpg
